NAME,GEO_ID,total,total_moe,total_se,pct_vehicle_ap,pct_vehicle_ap_moe,pct_vehicle_ap_se,pct_public_ap,pct_public_ap_moe,pct_public_ap_se,pct_wfh_ap,pct_wfh_ap_moe,pct_wfh_ap_se,pct_other_ap,pct_other_ap_moe,pct_other_ap_se
"Richmond city, California",1600000US0660620,42117.0,1344.0,817.0212765957447,0.7812522259420187,0.01976906680232374,0.012017669788646651,0.13616829308830164,0.014685089952729394,0.008927106354242792,0.04808034760310564,0.0074655949205942864,0.004538355574829353,0.034499133366574064,0.00886961075125499,0.005391860639060784
"Richmond city, California",1600000US0660620,49030.0,1756.0,1067.4772036474164,0.7419131144197431,0.01761268664789802,0.010706800393858977,0.1017744238221497,0.016092455113648648,0.009782647485500697,0.11884560473179685,0.013777219298383771,0.008375209299929343,0.037466857026310425,0.008155935800184833,0.004958015684002938
