NAME,GEOID,GEO_ID,tract,total,pct_nh_black,pct_nh_black_moe,pct_nh_black_moe_ratio
Census Tract 3373; Contra Costa County; California,06013337300,1400000US06013337300,337300,5994.0,,0.007127637894784428,0.9494013675852858
Census Tract 3381.01; Contra Costa County; California,06013338101,1400000US06013338101,338101,5543.0,,0.005807022610262335,0.715296140637425
Census Tract 3381.02; Contra Costa County; California,06013338102,1400000US06013338102,338102,3231.0,,0.014650039053406108,0.7282196335623867
Census Tract 3382.01; Contra Costa County; California,06013338201,1400000US06013338201,338201,4019.0,,0.05689967105359946,1.0636268742530988
Census Tract 3382.03; Contra Costa County; California,06013338203,1400000US06013338203,338203,5431.0,,0.052419132161828905,1.1342163616370229
Census Tract 3382.04; Contra Costa County; California,06013338204,1400000US06013338204,338204,6600.0,,0.025852240468510427,0.5033179560240968
Census Tract 3383.01; Contra Costa County; California,06013338301,1400000US06013338301,338301,2910.0,,0.0065172926261261345,2.107257949114117
Census Tract 3383.02; Contra Costa County; California,06013338302,1400000US06013338302,338302,5513.0,,0.015127884115575495,0.9811767662255024
Census Tract 3390.01; Contra Costa County; California,06013339001,1400000US06013339001,339001,3659.0,,0.04977988064883506,0.771799081754608
Census Tract 3390.03; Contra Costa County; California,06013339003,1400000US06013339003,339003,4153.0,,0.01510404211225045,1.1835299413618137
Census Tract 3390.04; Contra Costa County; California,06013339004,1400000US06013339004,339004,3319.0,,0.03470829930578366,1.2658993999549009
Census Tract 3400.01; Contra Costa County; California,06013340001,1400000US06013340001,340001,6118.0,,0.04596846946039694,0.969776193650719
Census Tract 3400.03; Contra Costa County; California,06013340003,1400000US06013340003,340003,3718.0,,0.01232334880403219,1.3090917386683336
Census Tract 3400.04; Contra Costa County; California,06013340004,1400000US06013340004,340004,3940.0,,0.00303294506078998,1.493725442439065
Census Tract 3410; Contra Costa County; California,06013341000,1400000US06013341000,341000,4760.0,,0.023333329594801534,0.6457363306468331
Census Tract 3430.01; Contra Costa County; California,06013343001,1400000US06013343001,343001,5940.0,,0.0045187568656145935,1.5789068106912167
Census Tract 3430.02; Contra Costa County; California,06013343002,1400000US06013343002,343002,4658.0,,0.022261326199349757,1.2801636720564342
Census Tract 3430.03; Contra Costa County; California,06013343003,1400000US06013343003,343003,3847.0,,0.006999439516336071,0.9972905118275875
Census Tract 3451.01; Contra Costa County; California,06013345101,1400000US06013345101,345101,6622.0,,0.01000106020479131,1.0347971980645008
Census Tract 3451.02; Contra Costa County; California,06013345102,1400000US06013345102,345102,4533.0,,0.018559343761026706,0.8167913132886802
Census Tract 3451.03; Contra Costa County; California,06013345103,1400000US06013345103,345103,5286.0,,0.021102125350770263,1.1267256020623395
Census Tract 3451.05; Contra Costa County; California,06013345105,1400000US06013345105,345105,6233.0,,0.004957796844707364,1.4046339878664094
Census Tract 3451.11; Contra Costa County; California,06013345111,1400000US06013345111,345111,5850.0,,0.011888976263450306,0.8916732197587729
Census Tract 3451.12; Contra Costa County; California,06013345112,1400000US06013345112,345112,7723.0,,0.023062977791043476,0.957609556345316
Census Tract 3451.13; Contra Costa County; California,06013345113,1400000US06013345113,345113,4767.0,,0.014398744155238286,1.1252264489839494
Census Tract 3451.14; Contra Costa County; California,06013345114,1400000US06013345114,345114,6571.0,,0.0028861023252759414,1.896457837938821
Census Tract 3451.15; Contra Costa County; California,06013345115,1400000US06013345115,345115,6758.0,,0.009255054395892953,1.1371937746808103
Census Tract 3451.16; Contra Costa County; California,06013345116,1400000US06013345116,345116,2961.0,,0.022216065570490905,0.8326806348635895
Census Tract 3451.17; Contra Costa County; California,06013345117,1400000US06013345117,345117,4652.0,,0.00852375119130359,1.5860996216777723
Census Tract 3451.18; Contra Costa County; California,06013345118,1400000US06013345118,345118,3525.0,,0.0392500132783824,0.6917814840314899
Census Tract 3452.03; Contra Costa County; California,06013345203,1400000US06013345203,345203,6954.0,,0.00628388642879627,1.181030979077007
Census Tract 3452.04; Contra Costa County; California,06013345204,1400000US06013345204,345204,3152.0,,0.004124365482233503,inf
Census Tract 3452.05; Contra Costa County; California,06013345205,1400000US06013345205,345205,5779.0,,0.03227389114499156,1.5806001434483579
Census Tract 3452.06; Contra Costa County; California,06013345206,1400000US06013345206,345206,3622.0,,0.019437211258537652,1.303732947748581
Census Tract 3461.01; Contra Costa County; California,06013346101,1400000US06013346101,346101,3364.0,,0.03133416125190912,0.9944162118058705
Census Tract 3461.02; Contra Costa County; California,06013346102,1400000US06013346102,346102,5396.0,,0.0014747522510481987,1.591552629331216
Census Tract 3462.03; Contra Costa County; California,06013346203,1400000US06013346203,346203,4033.0,,0.00935879110177512,0.8777675468246292
Census Tract 3462.04; Contra Costa County; California,06013346204,1400000US06013346204,346204,7894.0,,0.03441615436242319,1.379091992573445
Census Tract 3462.05; Contra Costa County; California,06013346205,1400000US06013346205,346205,4325.0,,0.00782781639871025,1.5388775420191743
