NAME,GEOID,GEO_ID,tract,total,pct_nh_other,pct_nh_other_moe,pct_nh_other_moe_ratio
Census Tract 3800.02; Contra Costa County; California,06013380002,1400000US06013380002,380002,3470.0,,0.08579751984744724,0.8705186955281928
Census Tract 3810; Contra Costa County; California,06013381000,1400000US06013381000,381000,6703.0,,0.04449069252252768,1.0500743379524755
Census Tract 3820; Contra Costa County; California,06013382000,1400000US06013382000,382000,8477.0,,0.02936453452454822,0.5049151301513088
Census Tract 3830; Contra Costa County; California,06013383000,1400000US06013383000,383000,5848.0,0.13457592339261287,0.048955548665072256,0.36377642769166774
Census Tract 3840; Contra Costa County; California,06013384000,1400000US06013384000,384000,3826.0,0.10559330893883952,0.039518149456706175,0.37424861341920257
Census Tract 3851; Contra Costa County; California,06013385100,1400000US06013385100,385100,3100.0,,0.03278575521244577,0.44773498307745324
Census Tract 3852; Contra Costa County; California,06013385200,1400000US06013385200,385200,1413.0,,0.044251392409353614,0.5533382077382004
Census Tract 3860; Contra Costa County; California,06013386000,1400000US06013386000,386000,3758.0,,0.03158757450503142,0.6150575388078138
Census Tract 3870; Contra Costa County; California,06013387000,1400000US06013387000,387000,3090.0,,0.06356302706981445,0.5265677041440393
Census Tract 3880; Contra Costa County; California,06013388000,1400000US06013388000,388000,2711.0,,0.03216494149123692,0.5852292374680759
Census Tract 3891; Contra Costa County; California,06013389100,1400000US06013389100,389100,2455.0,,0.056679886435730645,0.5773822456419864
Census Tract 3892; Contra Costa County; California,06013389200,1400000US06013389200,389200,1955.0,,0.025423486587421048,0.4872834929255701
Census Tract 3901; Contra Costa County; California,06013390100,1400000US06013390100,390100,2225.0,,0.026284086590048085,0.5130008128320789
Census Tract 3902; Contra Costa County; California,06013390200,1400000US06013390200,390200,1820.0,,0.03076260177975601,0.6020208090231821
Census Tract 3910; Contra Costa County; California,06013391000,1400000US06013391000,391000,2568.0,,0.1156010231036227,0.855514199798568
Census Tract 3920; Contra Costa County; California,06013392000,1400000US06013392000,392000,2588.0,,0.04768893872836544,0.5207551621477204
Census Tract 3922.01; Contra Costa County; California,06013392201,1400000US06013392201,392201,4867.0,,0.07942011242598111,0.6853505091795214
Census Tract 3922.02; Contra Costa County; California,06013392202,1400000US06013392202,392202,4724.0,,0.007702626716916797,1.516133692113123
Census Tract 3923; Contra Costa County; California,06013392300,1400000US06013392300,392300,3754.0,,0.0298001441886331,0.7080363372413205
Census Tract 9800; Contra Costa County; California,06013980000,1400000US06013980000,980000,507.0,,0.11620147707426062,0.6931076338429428
Census Tract 9900; Contra Costa County; California,06013990000,1400000US06013990000,990000,0.0,,,
