NAME,GEO_ID,total,total_moe,total_se,pct_vehicle_bp,pct_vehicle_bp_moe,pct_vehicle_bp_se,pct_public_bp,pct_public_bp_moe,pct_public_bp_se,pct_wfh_bp,pct_wfh_bp_moe,pct_wfh_bp_se,pct_other_bp,pct_other_bp_moe,pct_other_bp_se
"Richmond city, California",1600000US0660620,3763.0,599.0,364.1337386018237,0.7544512357161839,0.0458475669368117,0.027870861359763948,0.17672070156789796,0.0488122831606011,0.02967312046237149,0.026043050757374436,0.01649473604626856,0.0100271951649049,0.042785011958543714,0.01960616699513412,0.011918642550233506
"Richmond city, California",1600000US0660620,3298.0,625.0,379.9392097264438,0.7971497877501517,0.07372792676390362,0.04481940836711466,0.08489993935718618,0.04156729272693073,0.025268870958620505,0.06215888417222559,0.05111629117911117,0.03107373323958126,0.05579138872043663,0.035940921418291485,0.021848584448809414
