NAME,GEO_ID,total,total_moe,vehicle_alone_bp,vehicle_alone_bp_moe,vehicle_pool_bp,vehicle_pool_bp_moe,public_bp,public_bp_moe,walk_bp,walk_bp_moe,vehicle_other_bp,vehicle_other_bp_moe,wfh_bp,wfh_bp_moe,state,county,vehicle_bp,other_bp,vehicle_bp_moe,other_bp_moe,pct_vehicle_bp,pct_vehicle_bp_moe,pct_public_bp,pct_public_bp_moe,pct_wfh_bp,pct_wfh_bp_moe,pct_other_bp,pct_other_bp_moe
"Contra Costa County, California",0500000US06013,555825.0,2791.0,11051.0,1120.0,2900.0,534.0,1542.0,413.0,912.0,327.0,556.0,187.0,2079.0,472.0,06,013,13951.0,1468.0,1240.788459004999,376.6935093680272,0.025099626681059688,0.0022287758471299505,0.0027742544865740114,0.0007429090290491507,0.0037403859128322765,0.0008489804155066379,0.00264111905725723,0.0006775898508437123
