year,NAME,GEO_ID,total,total_moe,total_se,pct_vehicle_bp,pct_vehicle_bp_moe,pct_vehicle_bp_se,pct_public_bp,pct_public_bp_moe,pct_public_bp_se,pct_wfh_bp,pct_wfh_bp_moe,pct_wfh_bp_se,pct_other_bp,pct_other_bp_moe,pct_other_bp_se
2017,"El Cerrito city, California",1600000US0621796,509.0,155.0,94.22492401215806,0.6777996070726916,0.1355402638856118,0.0823952971949008,0.1650294695481336,0.09119566269469263,0.05543809282352136,0.11984282907662082,0.08482011179472645,0.05156237799071517,0.03732809430255403,0.035986858765046995,0.02187650988756656
2022,"El Cerrito city, California",1600000US0621796,494.0,120.0,72.94832826747721,0.6720647773279352,0.15775111116767881,0.09589733201682603,0.06275303643724696,0.04825690208801492,0.029335502789066818,0.1437246963562753,0.08413707108199865,0.05114715567294751,0.1214574898785425,0.06887270156915423,0.04186790368945546
