year,NAME,GEO_ID,total,total_moe,total_se,pct_vehicle_ap,pct_vehicle_ap_moe,pct_vehicle_ap_se,pct_public_ap,pct_public_ap_moe,pct_public_ap_se,pct_wfh_ap,pct_wfh_ap_moe,pct_wfh_ap_se,pct_other_ap,pct_other_ap_moe,pct_other_ap_se
2017,"El Cerrito city, California",1600000US0621796,11437.0,444.0,269.90881458966567,0.5924630584943604,0.023899152041366445,0.014528359903566228,0.25592375622978053,0.019764525190606192,0.012014908930459691,0.10824516918772405,0.015076265036475356,0.009164902757735778,0.043368016088135,0.01118977506382454,0.00680229487162586
2022,"El Cerrito city, California",1600000US0621796,12211.0,523.0,317.93313069908817,0.5106870854147899,0.03613162067825612,0.021964511050611625,0.18614364097944477,0.024533506902074825,0.0149139859587081,0.24592580460240768,0.02533168760653795,0.015399202192424286,0.05724346900335763,0.013915054701550399,0.00845899981857167
